userName,userLocation,rating,reviewDate,checkInDate,checkOutDate,likedText,dislikedText,reviewTitle,travelerType,roomInfo,numberOfNights,propertyResponse,hotelRatingScores,helpfulVotes,reviewLanguage,hotelId,images,aiAnalysis
Ekaterina,Austria,10,2023-09-22T15:37:42.000Z,2023-08-25,2023-08-26,"Расположение отличное, в самом центре Мцхеты, напротив собора Светицховели. Это часть двухэтажного дома, с отдельным входом и маленьким двориком, где можно посидеть. Жилье прекрасное, чисто, всё необходимое есть. Ночевали 1 ночь, ничем не успели воспользоваться, но впечатления остались самые приятные. Встречали с бутылочкой домашнего вина, это было очень приятно после долгой дороги. Чисто. Есть все ванные принадлежности вплоть до одноразовых тапочек. Рекомендую, цена соответствует месту, даже занижена, на мой взгляд","Были сложности с заездом: приехали примерно с 21, в это время город будто вымер, вывески нет, хозяев не было, блудили кругами, было страшновато остаться без жилья ночью ещё и без связи, местных денег (только заехали в страну). Но потом прохожий позвал откуда-то хозяев и все разрешилось. Больше минусов не было, все понравилось",Отличное жилье в центре Мцхеты,Family,Superior Apartment,1,thank you ,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79298877716064},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60634803771973},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79910564422607},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.55228424072266},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62300300598145},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405555725098},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,"[""https://r-xx.bstatic.com/xdata/images/xphoto/max1280x900/275384144.jpg?k=de2367e9427acf3ed6a126307aeff506ad5f9f35734ca8e58e404182def53ff1&o="",""https://q-xx.bstatic.com/xdata/images/xphoto/max1280x900/275384161.jpg?k=dc997740b6e061bccad629ea0870665c8ebd86920c0bde5a2a2f63378542b460&o="",""https://q-xx.bstatic.com/xdata/images/xphoto/max1280x900/275384282.jpg?k=a793da212ce8b5ccf34371a1a58ad41ae64615bf65009b1f945efd5da338d367&o="",""https://r-xx.bstatic.com/xdata/images/xphoto/max1280x900/275384285.jpg?k=a056e86b1a5b1974849bb167684c2736a7df81da12b383849e1d252f12dbd128&o="",""https://r-xx.bstatic.com/xdata/images/xphoto/max1280x900/275384310.jpg?k=30662c38429a47ee4786ac3382ba512ad09a01d9e2c9d89c9c5ee2ac0d827c63&o=""]","локация,чистота,гостеприимство,комфорт,цена/коммуникация"
Nuflo,Spain,10,2023-09-21T17:43:03.000Z,2023-09-20,2023-09-21,"La situación inmejorable, es un apartamento entero, la propietaria es un encanto y te dejan una botellita de vino casero!! Las camas sonuy cómodas y tienes una cocina equipada para lo que necesites. Garmajoba!",La verdad es que no hay nada que no me haya gustado!,Situación inmejorables,Couple,Superior Apartment,1,thank you very much 🙏🙏🙏🙏,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79298877716064},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60634803771973},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79910564422607},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.55228424072266},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62300300598145},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405555725098},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",1,es,8385148,"[""https://q-xx.bstatic.com/xdata/images/xphoto/max1280x900/275187335.jpg?k=9ed2558fcb117c10ed72c56e2e71792f9fb8c536f46d2d33ac1a9c4cb7968cc2&o="",""https://r-xx.bstatic.com/xdata/images/xphoto/max1280x900/275187339.jpg?k=7a729f36a4abebc63507cf92e9ee9b0aaf4197640b80eb39c69d1ce1d17c77f4&o="",""https://q-xx.bstatic.com/xdata/images/xphoto/max1280x900/275187370.jpg?k=9ada86e456e81a41aca7c48e60660a8e3d04b061086e8660f5cb8b5e948b2ff3&o=""]","локация,комфорт,добродушие,гостеприимство/"
Stepan,Russia,10,2023-09-04T09:01:42.000Z,2023-08-30,2023-09-03,"Отличные апартаменты, все есть. Очень чисто и уютно. Находятся прямо в центре рядом с достопримечательностями.",,,Family,Superior Apartment,4,большое спасибо 🙏🙏🙏🥰🥰,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79298877716064},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60634803771973},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79910564422607},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.55228424072266},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62300300598145},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405555725098},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],"чистота,уютство,локация/"
Alejandro,Spain,10,2023-09-04T07:51:20.000Z,2023-08-12,2023-08-13,"Es difícil destacar algo en concreto porque la experiencia en general fue maravillosa, empezando por la localización del alojamiento (justo en el centro) como por el propio piso en general que dispone hasta de lavadora y tendedero por si se quiere lavar ropa. El desayuno fue espectacular y estuvo preparado justo a la hora que nosotros quisimos","Nada, todo perfecto","Para repetir, espectacular todo",Couple,Superior Apartment,1,Thank you very much 🙏🙏🥰🥰,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79298877716064},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60634803771973},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79910564422607},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.55228424072266},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62300300598145},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405555725098},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",2,es,8385148,"[""https://q-xx.bstatic.com/xdata/images/xphoto/max1280x900/268690293.jpg?k=f27b2945ced2efb1b4be070f24bf0e2bc26669e17626b166899b4eb9ac6f5399&o=""]","локация,комфорт,завтрак,сервис/"
Власова,Ukraine,10,2023-08-23T14:37:21.000Z,2023-08-22,2023-08-23,"Огромное спасибо за гостеприимство, уют и тёплую встречу) Нам очень понравилось, красивые, комфортные, просторные апартаменты) Есть все необходимое и даже больше)  Хочется здесь остаться! Обязательно приедем еще) Процветания Вам и всего наилучшего!",,,Family,Superior Apartment,1,"Спасибо Вам большое за такой комментарий.Самая лучшая семья,порядочная,культурная и очень дружная.Ждём Вас. ","[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79298877716064},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60634803771973},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79910564422607},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.55228424072266},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62300300598145},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405555725098},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",1,ru,8385148,[],"гостеприимство,уют,комфорт,апартаменты/"
Evgeniya,Georgia,10,2023-08-22T13:55:50.000Z,2023-08-15,2023-08-16,"Расположение, уют, хозяйка, чистота. Всё отлично.",Всё понравилось,,Family,Superior Apartment,1,Они были очень хорошими гостями. ,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79298877716064},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60634803771973},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79910564422607},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.55228424072266},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62300300598145},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405555725098},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],"локация,уют,чистота,гостеприимство/"
Любовь,Russia,10,2023-08-07T14:11:04.000Z,2023-08-04,2023-08-05,Очень приятная хозяйка.Чистота и порядок.,,очень все понравилось.Отличный отель,Family,Superior Apartment,1,Спасибо вам огромное вы самые лучшие люди ,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79298877716064},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60634803771973},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79910564422607},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.55228424072266},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62300300598145},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405555725098},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",2,ru,8385148,[],"чистота,доброжелательность,гостеприимство/"
Alexei,Uzbekistan,10,2023-08-03T18:20:18.000Z,2023-08-01,2023-08-03,"Отличные апартаменты, все необходимое есть: посуда, плита, чай, кофе, сахар и т.д., за исключением микроволновки. Замечательная, отзывчивая хозяйка, угостила вином и арбузом в качестве комплимента, что очень приятно. Есть внутренний дворик со столом, где можно поесть. Спасибо, если ещё раз окажемся в Мцхете будем рады остановиться в этом доме.",Минусов нет,,Family,Superior Apartment,2,Спасибо.Порядочные и спокойные гости.Всем желаю таких гостей ,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79298877716064},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60634803771973},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79910564422607},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.55228424072266},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62300300598145},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405555725098},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,"[""https://q-xx.bstatic.com/xdata/images/xphoto/max1280x900/252432142.jpg?k=03febfde34fda90172325546e52512d95b7c8b2f3e2c7700f5959fdbcffc79e0&o="",""https://r-xx.bstatic.com/xdata/images/xphoto/max1280x900/252432157.jpg?k=e19c7e4495f8d296d7890893f8c8a0783e3970d410ad06fd2eb2723e5fc6fa5a&o="",""https://q-xx.bstatic.com/xdata/images/xphoto/max1280x900/252432176.jpg?k=99f9e6e8dd72cdf85145ccc6355168d49fff3f9f4969080915c38a04cc354f3d&o="",""https://q-xx.bstatic.com/xdata/images/xphoto/max1280x900/252432189.jpg?k=27ee1792f87b9748720e335567b63a7a5bd9b958bcb55750a6aac858219d97cf&o=""]","апартаменты,комфорт,доброжелательность,гостеприимство,уют/"
Natalya,Russia,5,2023-07-27T19:46:53.000Z,2023-07-25,2023-07-26,,Отсутствие горячей воды,"Все хорошо,  небыло горячей воды,и микроволновки.",Group,Superior Apartment,1,"Во всей Мцете отключили газ и не было горячей воды, из-за этого я не заслужил низкой оценки .დაუნახავები ხართ.","[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79298877716064},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60634803771973},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79910564422607},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.55228424072266},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62300300598145},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405555725098},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],/отсутствие горячей воды
Нана,Armenia,9,2023-07-20T22:15:45.000Z,2023-05-27,2023-05-28,"Месторасположение отличное
Очень приветливый персонал, с чистотой дружат. Заехали ночью, нас дождались, встретили, разместили, в комнатах было холодно, быстро подключили отопление, комнаты быстро прогрелись. Утром увидела на столе домашнее вино, хотела купить, а подруга хозяйки (временно заменяла) взяла и подарила. Маленький частный домик с необходимыми условиями / удобствами  - заезжай и живи)))))","Меня до этого уверяли, что с животными у них не проживали. А в отзывах после прочитала, что там пребывали другие посетители вместе с животными - это естественно, меня огорчило, тк, для нас из соображений безопасности из-за здоровья ребенка, принципиально пребывание там, где не допустимо пребывание животных.",,Family,Superior Apartment,1,I am very interested in where you can find better comfort for 108 GEL. 🤷‍♀️🤷‍♀️🤷‍♀️🤷‍♀️,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79298877716064},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60634803771973},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79910564422607},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.55228424072266},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62300300598145},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405555725098},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],"локация,сервис,чистота,уют,гостеприимство/безопасность"
Mykhailo,Georgia,10,2023-06-29T06:54:32.000Z,2023-06-27,2023-06-28,Сууууперрр. Останавливаюсь уже третий раз. Все нравится . Рекомендую,,,Family,Superior Apartment,1,thank you very much 🙏🙏🙏,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79298877716064},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60634803771973},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79910564422607},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.55228424072266},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62300300598145},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405555725098},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],"удобство,сервис,гостеприимство,комфорт/"
Junwon,Egypt,10,2023-06-27T13:24:22.000Z,2023-06-24,2023-06-26,"가격 대비 최고였습니다. 조식 포함 3인 97.5 라리.
조식도 원하는 시간대에 매일 다른 메뉴. 웰컴 드링크까지 훌륭합니다.","낮에 좌판 때문에 숙소 대문 찾기가 조금 까다로운데, 사진에 나오는 벽 등 찾으면 됩니다.",그냥 예약하세요.,Family,Superior Apartment,2,Best guests. Thank you 🙏🙏🙏👍🏻👍🏻,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79298877716064},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60634803771973},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79910564422607},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.55228424072266},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62300300598145},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405555725098},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ko,8385148,"[""https://q-xx.bstatic.com/xdata/images/xphoto/max1280x900/236010778.jpg?k=862d9d13c43482ea1b27d67f3cf01a720a137ab18f6f91b0b00becda97ccaa81&o="",""https://q-xx.bstatic.com/xdata/images/xphoto/max1280x900/236010820.jpg?k=ab4dd02ca15beea9a9db4a27194e07d473a0ebd7297d44854270e687f4c9fca6&o="",""https://r-xx.bstatic.com/xdata/images/xphoto/max1280x900/236010916.jpg?k=b0b46d7659ca94cadb3a0a2a773222c979f92aebde0c374b8dd7921a9761819b&o=""]","цена,завтрак,сервис,гостеприимство/коммуникация"
Dongam,South Korea,10,2023-04-01T10:09:11.000Z,2023-03-29,2023-03-30,"방, 샤워실, 주방이 깨끗하고 좋았음.",없음,,Family,Superior Apartment,1,thank you ,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79298877716064},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60634803771973},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79910564422607},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.55228424072266},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62300300598145},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405555725098},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ko,8385148,[],"чистота,уют/"
მიკხაილო,Georgia,10,2023-03-22T05:51:22.000Z,2023-03-20,2023-03-21,"საუკეთესო ადგილი საქართველოში, მყუდრო სახლი და შესანიშნავი მასპინძლებია.",,,Family,Superior Apartment,1,დიდი მადლობა.თქვენ ხართ საუკეთესოები,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79298877716064},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60634803771973},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79910564422607},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.55228424072266},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62300300598145},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405555725098},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],"уютство,гостеприимство,комфорт/"
მიკხაილო,Georgia,10,2023-03-11T17:15:48.000Z,2023-03-10,2023-03-11,"Встретили в 00.00 часов. У нас получилось позднее заселение,но такую теплоту можно встретить только в Грузии и не всегда.
Мцхета вообще имеет свою энергетику. Очень люблю это место. Спасибо ,что нас приняли у себя в гостях. 
Домик чистый и уютный. У стен Светицховели (да простят меня все,если неправильно написал ). В домике есть все.,от тапочек до зубной щётки. Ощущение уюта и родного дома. Все продумано до мелочей, тепло,кровати удобные. Идеально. Ещё раз спасибо, низкий поклон хозяевам, которые приняли нас.",,,Family,Superior Apartment,1,"მადლობა თქვენ ასეთი შეფასებისთვის.🙏🙏ვისურვებ თქვნისთანა კარგ,ზრდილობიან და მოწესრიგებულ სტუმრებს.ასევე ვუსურვებ ქართულ ტურისტუს ბაზარს თქვენისთანა საუკეთესო სტუმრების ყოლას.წარმატებები თქვენ და კიდევ ერთხელ დიდი მადლობა თქვენ ლამაზ ოჯახს🙏🙏🙏🙏🙏🙏","[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79298877716064},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60634803771973},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79910564422607},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.55228424072266},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62300300598145},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405555725098},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],"чистота,уют,гостеприимство,комфорт,доброжелательность,локация/"
George,Russia,10,2023-02-05T15:34:57.000Z,2023-02-03,2023-02-04,"Понравилось радужное гостеприимство хозяев. Хозяева быстро встретили, просили писать, если что-то понадобится. Утром быстро приготовили завтрак, хотя я решил заказать завтрак только утром и заранее хозяйку не предупреждал. Само место находится в центре в двух минутах ходьбы от храма Светицховели. В самом жилье есть интернет и работают две батареи.

Рекомендую 👍",,,Solo traveler,Superior Apartment,1,მადლობა თქვენ.ძალინ კარგი და ზრდილობიანი ადამიანი.ყველას ვუსურვებ ასეთ სტუმარს👍👍👍👍,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79298877716064},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60634803771973},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79910564422607},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.55228424072266},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62300300598145},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405555725098},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],"гостеприимство,сервис,завтрак,локация,интернет/"
Anton,Israel,10,2023-01-22T22:47:58.000Z,2023-01-19,2023-01-22,"Это лучшее место в Мцхете, прямо в старом городе, посреди роскошных видов и церквей. Катались по реке, невероятно уютно и красиво вокруг. В жилье отлично спится и очень радушные хозяева, большое спасибо",,,Couple,Superior Apartment,3,Самая лучшая и спокойная пара.Всем желаю таких гостей.Много плюсов от меня этим необыкновенным людям.,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79298877716064},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60634803771973},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79910564422607},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.55228424072266},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62300300598145},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405555725098},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],"локация,уют,гостеприимство/"
Aleksei,Russia,10,2023-01-11T16:11:00.000Z,2022-12-31,2023-01-01,"Отличное расположение - в самом центре. Доброжелательная хозяйка. В аппартаментах есть все необходимое. Отдельный вход. Немного прохладно было при заезде, но комнаты быстро прогрелись.","Сложно найти - проезд под шлагбаум, но звонок хозяйке быстро решает проблему.",,Group,Superior Apartment,1,,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79298877716064},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60634803771973},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79910564422607},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.55228424072266},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62300300598145},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405555725098},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],"локация,доброжелательность,уют,апартаменты/сложно найти"
Alexandr,Russia,10,2022-10-31T17:29:59.000Z,2022-10-30,2022-10-31,"Прекрасное расположение вблизи достопримечательностей. Пришлось правда, поискать немного  ( навигатор как всегда искал кратчайший путь). Въезд на территорию через шлагбаум , который открывается дистанционно после звонка владельцу. Стоянку нашли без проблем. Аппартаменты полностью соответствуют фото, очень удобно и уютно. Спасибо большое владельцам за создание прекрасных домашних условий. Всё продумано до мелочей! Чай, кофе, вода, стиральный порошок - вообщем , все для комфортного проживания.  Ребята очень милые, готовые помочь при необходимости.  Очень надеюсь, что ещё не раз смогу побывать в доме этих замечательных и гостеприимных людей!",,,Family,Superior Apartment,1,"მადლობა თქვენ.კარგი,თავაზიანი და თბილი ადამიანები ხართ.ყველას ვუსურვებ თქვენნაირ სტუმრებს.🙏🙏","[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79298877716064},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60634803771973},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79910564422607},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.55228424072266},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62300300598145},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405555725098},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",1,ru,8385148,[],"локация,уют,апартаменты,комфорт,гостеприимство,сервис/"
Sergey,Russia,8,2022-09-26T11:26:40.000Z,2022-09-21,2022-09-22,"Месторасположение, цена/качество, персонал",-,,Family,Superior Apartment,1,желаю чтоб всегда находили гостиницу по вашему вкусу,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79298877716064},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60634803771973},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79910564422607},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.55228424072266},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62300300598145},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405555725098},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],"локация,цена,сервис/"
Thor,Netherlands,9,2022-08-17T11:20:39.000Z,2022-07-23,2022-07-24,Eenvoudige maar fijne en ruime overnachtingsplek. Heel centraal gelegen. De auto kan vlakbij worden geparkeerd.,"Het was wat lastig om te vinden in het donker, een klein bordje met Bereka op de poort zou fijn zijn.",Prima plek!,Couple,Superior Apartment,1,,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79298877716064},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60634803771973},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79910564422607},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.55228424072266},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62300300598145},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405555725098},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,nl,8385148,[],"удобство,локация,парковка/сложно найти"
Dmitry,Georgia,10,2022-07-30T07:03:42.000Z,2022-07-27,2022-07-29,"Самый центр мцхеты напротив Светицховели. 
Во дворе при нас поставили сезонный детский бассейн.

Квартира была укомплектована отлично - нам даже не пришлось просить ничего за время пребывания

Во дворе есть ласковая собака.",Диван в зале неудобный для сна взрослого человека. (Но на этот случай есть ещё два спальных места),,Family,Superior Apartment,2,"მადლობა თქვენ.სუფთა,სასიამოვნო და ზრდილობიანი სტუმრები იყავით🙏🙏ყველას ვუსურვებ თქვენისთანა ადამიანებს","[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79298877716064},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60634803771973},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79910564422607},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.55228424072266},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62300300598145},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405555725098},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",0,ru,8385148,[],"локация,уют,сервис,доброжелательность,комфорт,безопасность/мебель"
Sergey,Georgia,10,2022-07-28T05:28:53.000Z,2022-07-16,2022-07-17,Хозяева очень гостепримные. Нас пустили с немецкой овчаркой и котом.,,,Family,Superior Apartment,1,მადლობა🙏🙏,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79298877716064},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60634803771973},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79910564422607},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.55228424072266},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62300300598145},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405555725098},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",1,ru,8385148,[],"гостеприимство,добродушие/"
Kristina,Russia,9,2022-07-06T17:02:30.000Z,2022-07-03,2022-07-05,"Очень доброжелательная хозяйка. Удобства как в отеле. Есть доступ в интернет, хотя в объявлении это не указано.",,,Solo traveler,Superior Apartment,2,მადლობა.მოწესრიგებული და კარგი ადამიანი,"[{""name"":""Staff"",""codeName"":""hotel_staff"",""score"":9.79298877716064},{""name"":""Facilities"",""codeName"":""hotel_services"",""score"":9.60634803771973},{""name"":""Cleanliness"",""codeName"":""hotel_clean"",""score"":9.79910564422607},{""name"":""Comfort"",""codeName"":""hotel_comfort"",""score"":9.55228424072266},{""name"":""Value for money"",""codeName"":""hotel_value"",""score"":9.62300300598145},{""name"":""Location"",""codeName"":""hotel_location"",""score"":9.94405555725098},{""name"":""Free Wifi"",""codeName"":""hotel_free_wifi"",""score"":10}]",1,ru,8385148,[],"доброжелательность,интернет,удобство/"
